Formulaire;Millésime;Zone;Type;Donnée;Répétable;Table/Format;Balise XML;Intitulé;Commentaire;Code NREF
2042-DSI;20;AX;MOA;C516.5004.01;NON;;Valeur;Revenus non commerciaux professionnels - Régime déclaratif spécial ou micro BNC - Plus-values à court terme exonérées art. 151 septies, 151 septies A, 238 quindecies du CGI - Déclarant 1;10 numérique;10DSDC
2042-DSI;20;AY;MOA;C516.5004.01;NON;;Valeur;Revenus non commerciaux professionnels - Régime déclaratif spécial ou micro BNC - Plus-values à court terme exonérées art. 151 septies, 151 septies A, 238 quindecies du CGI - Déclarant 2;10 numérique;10DSDD
2042-DSI;20;AZ;MOA;C516.5004.01;NON;;Valeur;Revenus non commerciaux professionnels - Régime de la déclaration contrôlée - Revenus exonérés : intéressement participation, abondement PEE, PERCO - Déclarant 1;10 numérique;10DSQA
2042-DSI;20;BA;MOA;C516.5004.01;NON;;Valeur;Revenus non commerciaux professionnels - Régime de la déclaration contrôlée - Revenus exonérés : intéressement participation, abondement PEE, PERCO - Déclarant 2;10 numérique;10DSQB
2042-DSI;20;BB;MOA;C516.5004.01;NON;;Valeur;Revenus non commerciaux professionnels - Régime de la déclaration contrôlée - Plus-values à court terme exonérées art. 151 septies, 151 septies A, 238 quindecies du CGI - Déclarant 1;10 numérique;10DSUA
2042-DSI;20;BC;MOA;C516.5004.01;NON;;Valeur;Revenus non commerciaux professionnels - Régime de la déclaration contrôlée - Plus-values à court terme exonérées art. 151 septies, 151 septies A, 238 quindecies du CGI - Déclarant 2;10 numérique;10DSUB
2042-DSI;20;BD;CCI;C889.7111.01;NON;TBX;Valeur;Revenus non commerciaux non professionnels - Vos revenus sont soumis à cotisations sociales au titre du régime social des travailleurs indépendants ou des professionnels libéraux -  Déclarant 1;;10DSZA
2042-DSI;20;BE;CCI;C889.7111.01;NON;TBX;Valeur;Revenus non commerciaux non professionnels - Vos revenus sont soumis à cotisations sociales au titre du régime social des travailleurs indépendants ou des professionnels libéraux -  Déclarant 2;;10DSZB
2042-DSI;20;BF;MOA;C516.5004.01;NON;;Valeur;Revenus non commerciaux non professionnels - Régime de la déclaration contrôlée - Revenus exonérés : intéressement participation, abondement PEE, PERCO - Déclarant 1;10 numérique;10DSSA
2042-DSI;20;BG;MOA;C516.5004.01;NON;;Valeur;Revenus non commerciaux non professionnels - Régime de la déclaration contrôlée - Revenus exonérés : intéressement participation, abondement PEE, PERCO - Déclarant 2;10 numérique;10DSSB
2042-DSI;20;BH;MOA;C516.5004.01;NON;;Valeur;Sommes déjà soumises à cotisations sociales - Déclarant 1;10 numérique;10DSBA
2042-DSI;20;BI;MOA;C516.5004.01;NON;;Valeur;Sommes déjà soumises à cotisations sociales - Déclarant 2;10 numérique;10DSBB
2042-DSI;20;BJ;MOA;C516.5004.01;NON;;Valeur;Cotisations sociales obligatoires - Déclarant 1;10 numérique;10DSCA
2042-DSI;20;BK;MOA;C516.5004.01;NON;;Valeur;Cotisations sociales obligatoires - Déclarant 2;10 numérique;10DSCB
2042-DSI;20;BL;MOA;C516.5004.01;NON;;Valeur;Cotisations à déduire - Déclarant 1;10 numérique;10DSDA
2042-DSI;20;BM;MOA;C516.5004.01;NON;;Valeur;Cotisations à déduire - Déclarant 2;10 numérique;10DSDB
2042-DSI;20;BN;MOA;C516.5004.01;NON;;Valeur;Cotisations facultatives - Déclarant 1;10 numérique;10DSEA
2042-DSI;20;BO;MOA;C516.5004.01;NON;;Valeur;Cotisations facultatives - Déclarant 2;10 numérique;10DSEB
2042-DSI;20;BP;MOA;C516.5004.01;NON;;Valeur;Associés exerçant son activité dans une société IS : dividendes et intérêts > 10 % du capital social perçus par l'associé, son conjoint et ses enfants mineurs non participants - Déclarant 1;10 numérique;10DSAA
2042-DSI;20;BQ;MOA;C516.5004.01;NON;;Valeur;Associés exerçant son activité dans une société IS : dividendes et intérêts > 10 % du capital social perçus par l'associé, son conjoint et ses enfants mineurs non participants - Déclarant 2;10 numérique;10DSAB
2042-DSI;20;BR;CCI;C889.7111.01;NON;TBX;Valeur;Vous remplissez les conditions pour bénéficier de la réduction des cotisations sociales liée à la crise du Covid-19.;10 numérique;10DSBE
2042-DSI;20;BS;CCI;C889.7111.01;NON;TBX;Valeur;Vous remplissez les conditions pour bénéficier de la réduction des cotisations sociales liée à la crise du Covid-19.;10 numérique;10DSBF
2042-DSI;20;BT;CCI;C889.7111.01;NON;TBX;Valeur;Médecins et pédicures podologues - Vous êtes médecin ou pédicure podologue - Déclarant 1;;10DSFE
2042-DSI;20;BU;CCI;C889.7111.01;NON;TBX;Valeur;Médecins et pédicures podologues - Vous êtes médecin ou pédicure podologue - Déclarant 2;;10DSFF
2042-DSI;20;BV;MOA;C516.5004.01;NON;;Valeur;Médecins et pédicures podologues - Zone déficitaire en offre de soins : rémunérations exonérées - Déclarant 1;10 numérique;10DSFA
2042-DSI;20;BW;MOA;C516.5004.01;NON;;Valeur;Médecins et pédicures podologues - Zone déficitaire en offre de soins : rémunérations exonérées - Déclarant 2;10 numérique;10DSFB
2042-DSI;20;BX;MOA;C516.5004.01;NON;;Valeur;Médecins et pédicures podologues - Revenus de l'activité conventionnée - Bénéfice - Déclarant 1;10 numérique;10DSGA
2042-DSI;20;BY;MOA;C516.5004.01;NON;;Valeur;Médecins et pédicures podologues - Revenus de l'activité conventionnée - Bénéfice - Déclarant 2;10 numérique;10DSGB
2042-DSI;20;BZ;MOA;C516.5004.01;NON;;Valeur;Médecins et pédicures podologues - Revenus de l'activité conventionnée - Déficit - Déclarant 1;10 numérique;10DSHA
2042-DSI;20;CA;MOA;C516.5004.01;NON;;Valeur;Médecins et pédicures podologues - Revenus de l'activité conventionnée - Déficit - Déclarant 2;10 numérique;10DSHB
2042-DSI;20;CB;CCI;C889.7111.01;NON;TBX;Valeur;Débitants de tabac - Vous êtes débitant de tabac - Déclarant 1;;10DSIE
2042-DSI;20;CC;CCI;C889.7111.01;NON;TBX;Valeur;Débitants de tabac - Vous êtes débitant de tabac - Déclarant 2;;10DSIF
2042-DSI;20;CD;MOA;C516.5004.01;NON;;Valeur;Débitants de tabac - Recettes nettes de débit de tabac - Déclarant 1;10 numérique;10DSIA
2042-DSI;20;CE;MOA;C516.5004.01;NON;;Valeur;Débitants de tabac - Recettes nettes de débit de tabac - Déclarant 2;10 numérique;10DSIB
2042-DSI;20;CF;CCI;C889.7111.01;NON;TBX;Valeur;Revenus BIC, BNC, BA à l'étranger - Vous avez des revenus à l'étranger - Déclarant 1;;10DSRE
2042-DSI;20;CG;CCI;C889.7111.01;NON;TBX;Valeur;Revenus BIC, BNC, BA à l'étranger - Vous avez des revenus à l'étranger - Déclarant 2;;10DSRF
2042-DSI;20;CH;MOA;C516.5004.01;NON;;Valeur;Revenus BIC, BNC, BA à l'étranger - Revenus étrangers imposables exonérés de cotisations sociales - Bénéfice - Déclarant 1;10 numérique;10DSJA
2042-DSI;20;CI;MOA;C516.5004.01;NON;;Valeur;Revenus BIC, BNC, BA à l'étranger - Revenus étrangers imposables exonérés de cotisations sociales - Bénéfice - Déclarant 2;10 numérique;10DSJB
2042-DSI;20;CJ;MOA;C516.5004.01;NON;;Valeur;Revenus BIC, BNC, BA à l'étranger - Revenus étrangers imposables exonérés de cotisations sociales - Déficit - Déclarant 1;10 numérique;10DSKA
2042-DSI;20;CK;MOA;C516.5004.01;NON;;Valeur;Revenus BIC, BNC, BA à l'étranger - Revenus étrangers imposables exonérés de cotisations sociales - Déficit - Déclarant 2;10 numérique;10DSKB
2042-DSI;20;CL;MOA;C516.5004.01;NON;;Valeur;Revenus BIC, BNC, BA à l'étranger - Revenus étrangers imposables soumis à cotisations sociales et exonérés de CSG/CRDS - Bénéfice - Déclarant 1;10 numérique;10DSLA
2042-DSI;20;CM;MOA;C516.5004.01;NON;;Valeur;Revenus BIC, BNC, BA à l'étranger - Revenus étrangers imposables soumis à cotisations sociales et exonérés de CSG/CRDS - Bénéfice - Déclarant 2;10 numérique;10DSLB
2042-DSI;20;CN;MOA;C516.5004.01;NON;;Valeur;Revenus BIC, BNC, BA à l'étranger - Revenus étrangers imposables soumis à cotisations sociales et exonérés de CSG/CRDS - Déficit - Déclarant 1;10 numérique;10DSMA
2042-DSI;20;CO;MOA;C516.5004.01;NON;;Valeur;Revenus BIC, BNC, BA à l'étranger - Revenus étrangers imposables soumis à cotisations sociales et exonérés de CSG/CRDS - Déficit - Déclarant 2;10 numérique;10DSMB
2042-DSI;20;CP;MOA;C516.5004.01;NON;;Valeur;Revenus BIC, BNC, BA à l'étranger - Revenus étrangers non imposables soumis à cotisations sociales et exonérés de CSG/CRDS - Bénéfice - Déclarant 1;10 numérique;10DSNA
2042-DSI;20;CQ;MOA;C516.5004.01;NON;;Valeur;Revenus BIC, BNC, BA à l'étranger - Revenus étrangers non imposables soumis à cotisations sociales et exonérés de CSG/CRDS - Bénéfice - Déclarant 2;10 numérique;10DSNB
2042-DSI;20;CR;MOA;C516.5004.01;NON;;Valeur;Revenus BIC, BNC, BA à l'étranger - Revenus étrangers non imposables soumis à cotisations sociales et exonérés de CSG/CRDS - Déficit - Déclarant 1;10 numérique;10DSOA
2042-DSI;20;CS;MOA;C516.5004.01;NON;;Valeur;Revenus BIC, BNC, BA à l'étranger - Revenus étrangers non imposables soumis à cotisations sociales et exonérés de CSG/CRDS - Déficit - Déclarant 2;10 numérique;10DSOB
2042-DSI;20;CT;MOA;C516.5004.01;NON;;Valeur;Traitements, salaires - Associés gérants article 62 du CGI - frais réels inclus dans 0201AK / 0201BK - Déclarant 1;10 numérique;10DSSC
2042-DSI;20;CU;MOA;C516.5004.01;NON;;Valeur;Traitements, salaires - Associés gérants article 62 du CGI - frais réels inclus dans 0201AK / 0201BK - Déclarant 2;10 numérique;10DSSD
2042-DSI;20;CV;MOA;C516.5004.01;NON;;Valeur;Traitements, salaires - Associés gérants article 62 du CGI - dont intérêts d'emprunt pour acquisition des parts inclus dans frais réels - Déclarant 1;10 numérique;10DSSE
2042-DSI;20;CW;MOA;C516.5004.01;NON;;Valeur;Traitements, salaires - Associés gérants article 62 du CGI - dont intérêts d'emprunt pour acquisition des parts inclus dans frais réels - Déclarant 2;10 numérique;10DSSF
2042-DSI;20;CX;MOA;C516.5004.01;NON;;Valeur;Traitements, salaires - Agents généraux d'assurance - frais réels inclus dans 0201AK / 0201BK - Déclarant 1;10 numérique;10DSSG
2042-DSI;20;CY;MOA;C516.5004.01;NON;;Valeur;Traitements, salaires - Agents généraux d'assurance - frais réels inclus dans 0201AK / 0201BK - Déclarant 2;10 numérique;10DSSH
2042-DSI;20;DA;CCI;C889.7111.01;NON;SAC;Valeur;Secteur d'activité dont relève l'activité principale;;10DS11
2042-DSI;20;DB;CCI;C889.7111.01;NON;SAC;Valeur;Secteur d'activité dont relève l'activité principale;;10DS12
2042-DSI;20;DC;CCI;C889.7111.01;NON;TON;Valeur;Eligibilité au dispositif de la 3ème loi de finance rectificative pour 2020;;10DS13
2042-DSI;20;DD;CCI;C889.7111.01;NON;TON;Valeur;Eligibilité au dispositif de la 3ème loi de finance rectificative pour 2020;;10DS14
2042-DSI;20;DE;CCI;C889.7111.01;NON;TON;Valeur;Eligibilité au dispositif de la loi de financement de la sécurité sociale pour 2021;;10DS15
2042-DSI;20;DF;CCI;C889.7111.01;NON;TON;Valeur;Eligibilité au dispositif de la loi de financement de la sécurité sociale pour 2021;;10DS16
2042-DSI;20;DG;QTY;C186.6060.01;NON;;Valeur;Si éligibilité à la loi de financement de la sécurité sociale pour 2021 : nombre de mois;;10DS17
2042-DSI;20;DH;QTY;C186.6060.01;NON;;Valeur;Si éligibilité à la loi de financement de la sécurité sociale pour 2021 : nombre de mois;;10DS18
2083-PART;20;AA;CCI;C889.7111.01;NON;DCI;Valeur;Lieu de situation- DOM COM;;455AAA
2083-PART;20;AB;NAD;0000.3251.01;NON;;AdresseCodePostal;Code postal Commune;5 alphanumérique fixe;455AAB
2083-PART;20;AC;QTY;C186.6060.01;NON;;Valeur;Superficie totale habitable en m²;;455AAC
2083-PART;20;AD;QTY;C186.6060.01;NON;;Valeur;Nombre de logements de type- F1;;455AA0
2083-PART;20;AE;QTY;C186.6060.01;NON;;Valeur;Nombre de logements de type- F2;;455AA1
2083-PART;20;AF;QTY;C186.6060.01;NON;;Valeur;Nombre de logements de type- F3;;455AA2
2083-PART;20;AG;QTY;C186.6060.01;NON;;Valeur;Nombre de logements de type- F4;;455AA3
2083-PART;20;AH;QTY;C186.6060.01;NON;;Valeur;Nombre de logements de type- F5 et plus;;455AA4
2083-PART;20;AI;CCI;C889.7111.01;NON;AI1;Valeur;Nature des logements (A = logement acquis , C = logement construit , R = logement réhabilité);;455AAD
2083-PART;20;AJ;DTM;C507.2380.01;NON;102;Valeur;Date d'achèvement des fondations;Format attendu : yyyyMMdd;455AAE
2083-PART;20;AK;DTM;C507.2380.01;NON;102;Valeur;Date de livraison ou d'achèvement de l'immeuble;Format attendu : yyyyMMdd;455AAF
2083-PART;20;AL;MOA;C516.5004.01;NON;;Valeur;Prix de revienr total Hors Taxes (y compris équipements d'énergie renouvelable);;455AAG
2083-PART;20;AM;CCI;C889.7111.01;NON;AI3;Valeur;Nature des logements (R = réhabilité , S = conforté contre les risques sismiques ou cycloniques);;455AAM
2083-PART;20;AN;CCI;C889.7111.01;NON;AI1;Valeur;Nature des logements (A = logement acquis , C = logement construit , R = logement réhabilité);;455ADB
2083-PART;20;BA;CCI;C889.7111.01;NON;AI2;Valeur;Nature du dispositif;;455ABA
2083-PART;20;BB;DTM;C507.2380.01;NON;102;Valeur;Logement en secteur libre ou en secteur intermédiaire (art 199 undecies A du CGI)- Date de mise en location du logement;Format attendu : yyyyMMdd;455ABB
2083-PART;20;BC;CCI;C889.7111.01;NON;DOM;Valeur;Logement en secteur libre ou en secteur intermédiaire (art 199 undecies A du CGI)- Logement situé en QPPV (quartier prioritaire de la politique de la ville) (liste AI4);;455ABC
2083-PART;20;BD;QTY;C186.6060.01;NON;;Valeur;Logement en secteur libre ou en secteur intermédiaire (art 199 undecies A du CGI)- Logement(s) comportant des équipements d'énergie renouvelable;;455AB0
2083-PART;20;BE;MOA;C516.5004.01;NON;;Valeur;Logement en secteur libre ou en secteur intermédiaire (art 199 undecies A du CGI)- Equipements de chauffage ou de production d'eau chaude fonctionnant à l'énergie solaire (montant HT);;455AB1
2083-PART;20;BF;MOA;C516.5004.01;NON;;Valeur;Logement en secteur libre ou en secteur intermédiaire (art 199 undecies A du CGI)- Equipements de fourniture d'électricité à partir de l'énergie solaire, éolienne, hydraulique ou de biomasse (montant HT);;455AB2
2083-PART;20;BG;MOA;C516.5004.01;NON;;Valeur;Logement en secteur libre ou en secteur intermédiaire (art 199 undecies A du CGI)- Pompes à chaleur (montant HT);;455AB3
